Cst_Cnt,Btl_Cnt,Sta_ID,Depth_ID,Depthm,T_degC,Salnty,O2ml_L,STheta,O2Sat,Oxy_µmol/Kg,BtlNum,RecInd,T_prec,T_qual,S_prec,S_qual,P_qual,O_qual,SThtaq,O2Satq,ChlorA,Chlqua,Phaeop,Phaqua,PO4uM,PO4q,SiO3uM,SiO3qu,NO2uM,NO2q,NO3uM,NO3q,NH3uM,NH3q,C14As1,C14A1p,C14A1q,C14As2,C14A2p,C14A2q,DarkAs,DarkAp,DarkAq,MeanAs,MeanAp,MeanAq,IncTim,LightP,R_Depth,R_TEMP,R_POTEMP,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_O2,R_O2Sat,R_SIO3,R_PO4,R_NO3,R_NO2,R_NH4,R_CHLA,R_PHAEO,R_PRES,R_SAMP,DIC1,DIC2,TA1,TA2,pH2,pH1,DIC Quality Comment
894,27526,071.0 076.0,19-4911HO-HY-320-2236-07100760-0025A-3,25,13.02,,5.85,,,,,3.0,2.0,,,9.0,9.0,,9.0,9.0,,9.0,,9.0,0.83,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,25.0,13.02,,,,,,5.85,,,0.83,,,,,,25.0,,,,,,,,
613,18632,124.0 083.0,19-4909CR-HY-249-0800-12400830-0200A-7,200,9.91,34.11,,26.276,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,2.4,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,200.0,9.91,9.89,34.11,26.27,177.9,0.6,,,,2.4,,,,,,201.0,,,,,,,,
768,23644,052.0 075.0,19-4910HO-HY-279-1100-05200750-0291A-3,291,6.7,34.02,1.79,26.691,26.1,77.86315,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.09,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,291.0,6.7,6.67,34.02,26.69,138.5,0.6,1.79,26.1,,2.09,,,,,,293.0,,,,,,,,
533,16175,103.3 128.0,19-4908CR-HY-225-1924-10331280-1200A-7,1200,3.42,34.51,0.93,27.463,12.6,40.42365,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.17,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1200.0,3.42,3.33,34.51,27.46,70.9,1.66,0.93,12.6,,3.17,,,,,,1210.0,,,,,,,,
360,10866,040.0 087.0,19-4907BD-HY-184-2054-04000870-0030A-7,30,14.65,32.924,,24.449,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,14.65,14.65,32.924,24.44,348.2,0.1,,,,,,,,,,30.0,,,,,,,,
150,4553,101.0 034.0,19-4904NS-HY-098-0724-10100340-0250A-7,250,8.8,34.267,1.53,26.58,23.5,66.56062,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.27,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,8.8,8.77,34.267,26.58,149.6,0.55,1.53,23.5,,2.27,,,,,,251.0,,,,,,,,
406,12220,103.3 119.0,19-4907CR-HY-185-2330-10331190-0000B-3,0,18.7,33.84,5.42,24.211,101.7,236.3353,,3.0,1.0,,2.0,,9.0,,,,,9.0,,9.0,0.99,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,18.7,18.7,33.84,24.21,369.9,0.0,5.42,101.7,,0.99,,,,,,0.0,,,,,,,,
14,409,061.0 078.0,19-4903CR-HY-064-2330-06100780-0000B-3,0,11.3,32.79,,25.002,,,,3.0,1.0,,2.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,0.0,11.3,11.3,32.79,25.0,294.6,0.0,,,,,,,,,,0.0,,,,,,,,
595,18079,031.0 065.0,19-4909BD-HY-253-1448-03100650-0385A-3,385,6.08,34.11,1.1,26.844,15.8,47.84174,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.96,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,385.0,6.08,6.05,34.11,26.84,125.0,0.8,1.1,15.8,,2.96,,,,,,388.0,,,,,,,,
379,11450,021.0 069.0,19-4907BD-HY-192-1300-02100690-0500A-7,500,4.8,34.117,0.77,27.002,10.7,33.48406,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.07,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,4.8,4.76,34.117,27.0,110.1,0.88,0.77,10.7,,3.07,,,,,,504.0,,,,,,,,
192,5809,056.7 146.0,19-4905CR-HY-131-0954-05671460-0150A-7,150,9.8,33.261,5.21,25.631,81.2,226.8639,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,9.8,9.78,33.261,25.63,237.9,0.44,5.21,81.2,,1.37,,,,,,151.0,,,,,,,,
784,24119,082.0 067.0,19-4910HO-HY-287-1718-08200670-0074A-3,74,10.13,33.44,5.45,25.714,85.6,237.2952,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.46,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,74.0,10.13,10.12,33.44,25.71,228.5,0.21,5.45,85.6,,1.46,,,,,,74.0,,,,,,,,
762,23441,092.0 068.0,19-4910CR-HY-288-1148-09200680-0300A-7,300,7.38,34.172,1.42,26.718,21.1,61.76691,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,7.38,7.35,34.172,26.71,136.7,0.63,1.42,21.1,,,,,,,,302.0,,,,,,,,
227,6872,035.0 134.0,19-4905HO-HY-129-0700-03501340-1100A-7,1100,3.25,34.438,0.53,27.421,7.1,23.03807,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.25,3.17,34.438,27.42,73.5,1.43,0.53,7.1,,,,,,,,1110.0,,,,,,,,
257,7761,101.0 044.0,19-4905NS-HY-129-0406-10100440-0040A-3,40,14.67,33.58,5.68,24.95,98.3,247.4938,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.37,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,40.0,14.67,14.66,33.58,24.95,300.7,0.12,5.68,98.3,,0.37,,,,,,40.0,,,,,,,,
619,18814,113.3 137.0,19-4909CR-HY-251-0354-11331370-0150A-7,150,11.59,33.729,4.32,25.681,70.2,188.1006,,7.0,3.0,,3.0,,9.0,,,,,9.0,,9.0,1.27,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,11.59,11.57,33.729,25.68,233.7,0.48,4.32,70.2,,1.27,,,,,,151.0,,,,,,,,
606,18416,018.0 087.0,19-4909BD-HY-257-0130-01800870-0125A-7,125,7.45,32.731,5.45,25.572,80.2,237.328,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.46,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,7.45,7.44,32.731,25.57,242.3,0.4,5.45,80.2,,1.46,,,,,,126.0,,,,,,,,
672,20543,072.0 056.0,19-4909HO-HY-256-0648-07200560-0250A-7,250,7.52,34.072,1.64,26.619,24.4,71.34332,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.5,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,7.52,7.5,34.072,26.61,145.3,0.54,1.64,24.4,,2.5,,,,,,252.0,,,,,,,,
258,7803,102.0 054.0,19-4905NS-HY-129-1018-10200540-0500A-7,500,5.71,34.26,0.52,27.01,7.4,22.61244,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.02,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.71,5.67,34.26,27.01,110.6,0.87,0.52,7.4,,3.02,,,,,,503.0,,,,,,,,
524,15868,101.0 044.0,19-4908CR-HY-223-1754-10100440-0125A-7,125,9.77,33.857,2.66,26.101,41.6,115.7738,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.76,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,9.77,9.76,33.857,26.1,192.8,0.34,2.66,41.6,,1.76,,,,,,126.0,,,,,,,,
174,5260,069.0 135.0,19-4905CR-HY-125-2330-06901350-0050A-3,50,14.44,33.51,5.83,24.946,100.4,254.0307,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.46,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,14.44,14.43,33.51,24.94,301.4,0.15,5.83,100.4,,0.46,,,,,,50.0,,,,,,,,
962,29723,060.0 130.0,19-5002BD-HY-045-0154-06001300-1197A-3,1197,3.15,34.51,0.66,27.488,8.8,28.68705,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1197.0,3.15,3.06,34.51,27.48,67.7,1.58,0.66,8.8,,,,,,,,1208.0,,,,,,,,
620,18862,113.3 127.0,19-4909CR-HY-251-1130-11331270-0150A-7,150,12.98,33.74,4.73,25.425,79.1,206.0042,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.97,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,12.98,12.96,33.74,25.42,258.4,0.5,4.73,79.1,,0.97,,,,,,151.0,,,,,,,,
595,18072,031.0 065.0,19-4909BD-HY-253-1448-03100650-0146A-3,146,7.91,33.64,3.2,26.221,47.9,139.2605,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.3,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,146.0,7.91,7.9,33.64,26.22,181.2,0.45,3.2,47.9,,2.3,,,,,,147.0,,,,,,,,
815,25116,021.0 069.0,19-4911BD-HY-323-0000-02100690-0125A-7,125,7.61,32.74,6.0,25.557,88.7,261.2824,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.15,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,7.61,7.6,32.74,25.55,243.7,0.38,6.0,88.7,,1.15,,,,,,126.0,,,,,,,,
424,12796,112.0 117.0,19-4907CR-HY-190-1736-11201170-0550A-3,550,5.84,34.33,0.69,27.049,9.9,30.00383,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.23,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,550.0,5.84,5.79,34.33,27.04,107.7,1.11,0.69,9.9,,3.23,,,,,,553.0,,,,,,,,
935,28863,071.0 085.0,19-5001HO-HY-007-1600-07100850-0075A-7,75,12.68,33.015,5.29,24.921,87.6,230.5069,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.64,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,75.0,12.68,12.67,33.015,24.92,304.3,0.24,5.29,87.6,,0.64,,,,,,75.0,,,,,,,,
834,25721,124.0 083.0,19-4911CR-HY-313-1406-12400830-1141A-3,1141,3.8,34.6,0.72,27.497,9.8,31.29469,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.09,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1141.0,3.8,3.71,34.6,27.49,68.3,1.53,0.72,9.8,,3.09,,,,,,1150.0,,,,,,,,
714,21917,019.0 078.0,19-4910BD-HY-287-0418-01900780-0700A-7,700,4.59,34.239,0.64,27.124,8.9,27.8276,,7.0,3.0,,3.0,,9.0,,,,,9.0,,9.0,3.3,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.59,4.53,34.239,27.12,100.6,1.18,0.64,8.9,,3.3,,,,,,706.0,,,,,,,,
139,4246,113.3 137.0,19-4904NS-HY-095-0348-11331370-0900A-7,900,4.45,34.473,0.63,27.327,8.7,27.38738,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,900.0,4.45,4.38,34.473,27.32,83.5,1.43,0.63,8.7,,,,,,,,907.0,,,,,,,,
704,21593,031.0 065.0,19-4910BD-HY-283-2154-03100650-0300A-7,300,6.22,34.024,1.28,26.757,18.5,55.6751,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.8,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.22,6.19,34.024,26.75,132.1,0.58,1.28,18.5,,2.8,,,,,,302.0,,,,,,,,
359,10850,041.0 077.0,19-4907BD-HY-184-1254-04100770-0250A-7,250,7.91,33.917,2.34,26.441,35.1,101.8124,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,7.91,7.88,33.917,26.44,162.3,0.56,2.34,35.1,,,,,,,,252.0,,,,,,,,
80,2445,028.0 092.0,19-4904CR-HY-094-1730-02800920-0030A-7,30,9.46,32.74,6.19,25.277,95.4,269.63,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,9.46,9.46,32.74,25.27,269.0,0.08,6.19,95.4,,,,,,,,30.0,,,,,,,,
808,24897,036.0 125.0,19-4911BD-HY-319-0418-03601250-0158A-3,158,8.9,33.07,5.26,25.626,80.2,229.0422,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,1.36,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,158.0,8.9,8.88,33.07,25.62,238.2,0.49,5.26,80.2,,1.36,,,,,,159.0,,,,,,,,
764,23518,092.0 048.0,19-4910CR-HY-289-0148-09200480-0385A-3,385,6.78,34.27,1.22,26.879,17.9,53.05903,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,385.0,6.78,6.74,34.27,26.87,122.4,0.69,1.22,17.9,,,,,,,,387.0,,,,,,,,
477,14443,030.0 074.0,19-4908BD-HY-220-1424-03000740-0290A-3,290,6.88,34.05,2.36,26.691,34.6,102.6576,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,2.96,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,290.0,6.88,6.85,34.05,26.69,138.7,0.64,2.36,34.6,,2.96,,,,,,292.0,,,,,,,,
537,16308,092.0 108.0,19-4908CR-HY-227-0636-09201080-0300A-7,300,7.55,34.075,1.9,26.617,28.3,82.654,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.59,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,7.55,7.52,34.075,26.61,146.3,0.74,1.9,28.3,,2.59,,,,,,302.0,,,,,,,,
553,16800,056.7 146.0,19-4908HO-HY-225-0112-05671460-0300A-7,300,7.47,33.951,3.12,26.531,46.3,135.7379,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,2.03,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,7.47,7.44,33.951,26.53,154.3,0.76,3.12,46.3,,2.03,,,,,,302.0,,,,,,,,
301,9063,056.7 136.0,19-4906CR-HY-156-2342-05671360-0146A-3,146,10.78,33.46,4.15,25.619,66.1,180.7094,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,146.0,10.78,10.76,33.46,25.61,239.3,0.43,4.15,66.1,,,,,,,,147.0,,,,,,,,
787,24208,081.0 097.0,19-4910HO-HY-288-1448-08100970-0020A-7,20,18.28,33.433,5.24,24.005,97.3,228.5325,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.46,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,18.28,18.28,33.433,24.0,390.2,0.07,5.24,97.3,,0.46,,,,,,20.0,,,,,,,,
880,27123,046.0 143.0,19-4911HO-HY-315-2118-04601430-1000A-7,1000,3.51,34.401,0.46,27.366,6.2,19.99638,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.34,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.51,3.44,34.401,27.36,78.5,1.52,0.46,6.2,,3.34,,,,,,1009.0,,,,,,,,
760,23370,092.0 088.0,19-4910CR-HY-288-0024-09200880-0050A-3,50,15.65,33.46,5.98,24.644,105.5,260.6435,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,15.65,15.64,33.46,24.64,330.2,0.18,5.98,105.5,,,,,,,,50.0,,,,,,,,
381,11515,018.0 087.0,19-4907BD-HY-193-0524-01800870-0700A-7,700,3.92,34.251,,27.204,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,3.07,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,3.92,3.87,34.251,27.2,91.9,1.08,,,,3.07,,,,,,706.0,,,,,,,,
787,24228,081.0 097.0,19-4910HO-HY-288-1448-08100970-0576A-3,576,5.07,34.22,0.56,27.054,7.9,24.35081,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.08,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,576.0,5.07,5.02,34.22,27.05,106.5,1.06,0.56,7.9,,3.08,,,,,,580.0,,,,,,,,
572,17381,081.0 127.0,19-4908HO-HY-232-1036-08101270-1100A-7,1100,3.8,34.486,0.7,27.406,9.5,30.42809,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.22,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1100.0,3.8,3.72,34.486,27.4,76.4,1.58,0.7,9.5,,3.22,,,,,,1109.0,,,,,,,,
501,15169,020.0 010.0,19-4908BD-HY-228-0630-02000100-0700A-7,700,4.59,34.246,0.47,27.13,6.5,20.43578,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.31,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,700.0,4.59,4.54,34.246,27.13,100.1,1.09,0.47,6.5,,3.31,,,,,,706.0,,,,,,,,
330,9979,102.0 084.0,19-4906HO-HY-152-1106-10200840-0500A-7,500,5.84,34.213,1.43,26.956,20.5,62.18747,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,5.84,5.8,34.213,26.95,115.8,0.95,1.43,20.5,,,,,,,,503.0,,,,,,,,
647,19733,092.0 078.0,19-4909CR-HY-258-1354-09200780-0250A-7,250,7.97,34.127,,26.597,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,2.63,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,7.97,7.94,34.127,26.59,147.6,0.59,,,,2.63,,,,,,251.0,,,,,,,,
925,28506,072.0 060.7,19-5001CR-HY-008-0400-07200607-0030A-7,30,11.59,33.327,5.49,25.367,89.0,239.1177,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.81,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,11.59,11.59,33.327,25.36,260.5,0.07,5.49,89.0,,0.81,,,,,,30.0,,,,,,,,
996,30777,090.0 037.0,19-5002CR-HY-038-1624-09000370-0500A-7,500,6.18,34.299,0.4,26.982,5.8,17.39466,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,3.07,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,500.0,6.18,6.14,34.299,26.98,113.8,0.82,0.4,5.8,,3.07,,,,,,503.0,,,,,,,,
118,3596,071.0 076.0,19-4904HO-HY-098-2148-07100760-0150A-7,150,9.36,33.569,3.91,25.943,60.4,170.205,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.31,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,150.0,9.36,9.34,33.569,25.94,208.1,0.39,3.91,60.4,,1.31,,,,,,151.0,,,,,,,,
3,66,051.0 085.0,19-4903CR-HY-061-0354-05100850-0030A-7,30,9.92,32.673,,25.15,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,30.0,9.92,9.92,32.673,25.15,281.1,0.08,,,,,,,,,,30.0,,,,,,,,
906,27901,081.0 097.0,19-4911HO-HY-324-0606-08100970-0050A-3,50,,33.13,5.57,,,,,3.0,,9.0,2.0,,9.0,,9.0,9.0,,9.0,,9.0,0.42,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,50.0,,,33.13,,,0.18,5.57,96.9,,0.42,,,,,,50.0,,,,,,,,
381,11518,018.0 087.0,19-4907BD-HY-193-0524-01800870-1000A-7,1000,3.43,34.421,,27.39,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,3.29,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.43,3.36,34.421,27.39,76.1,1.33,,,,3.29,,,,,,1009.0,,,,,,,,
578,17537,082.0 057.0,19-4908HO-HY-234-0524-08200570-0008A-3,8,15.77,33.4,5.39,24.57,95.3,234.9448,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.47,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,8.0,15.77,15.77,33.4,24.57,336.0,0.02,5.39,95.3,,0.47,,,,,,8.0,,,,,,,,
134,4085,124.0 093.0,19-4904NS-HY-093-0900-12400930-0125A-7,125,13.7,33.698,4.53,25.247,76.9,197.3279,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.87,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,13.7,13.68,33.698,25.24,274.8,0.37,4.53,76.9,,0.87,,,,,,126.0,,,,,,,,
503,15211,122.0 053.0,19-4908CR-HY-217-2148-12200530-0020A-7,20,18.32,33.594,5.62,24.119,104.5,245.0782,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,0.4,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,20.0,18.32,18.32,33.594,24.11,379.4,0.07,5.62,104.5,,0.4,,,,,,20.0,,,,,,,,
721,22126,092.0 039.0,19-4910CR-HY-276-2300-09200390-0074A-3,74,10.5,33.55,4.2,25.736,66.6,182.8658,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,74.0,10.5,10.49,33.55,25.73,226.4,0.22,4.2,66.6,,,,,,,,74.0,,,,,,,,
606,18433,018.0 087.0,19-4909BD-HY-257-0130-01800870-1000A-7,1000,3.41,34.33,0.36,27.319,4.9,15.65006,,7.0,3.0,,3.0,,9.0,,,,,9.0,,9.0,3.08,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1000.0,3.41,3.34,34.33,27.31,82.7,1.47,0.36,4.9,,3.08,,,,,,1009.0,,,,,,,,
417,12588,111.0 048.0,19-4907CR-HY-189-0048-11100480-1153A-3,1153,3.64,34.49,1.0,27.426,13.6,43.46785,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,3.08,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,1153.0,3.64,3.55,34.49,27.42,74.6,1.57,1.0,13.6,,3.08,,,,,,1163.0,,,,,,,,
1008,31087,083.3 060.0,19-5002CR-HY-041-1630-08330600-0125A-7,125,9.01,33.745,3.08,26.136,47.3,134.0493,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,1.91,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,125.0,9.01,9.0,33.745,26.13,189.2,0.29,3.08,47.3,,1.91,,,,,,126.0,,,,,,,,
336,10162,111.0 038.0,19-4906HO-HY-154-0454-11100380-0758A-3,758,4.86,34.4,0.6,27.223,8.4,26.08587,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,758.0,4.86,4.8,34.4,27.22,92.5,1.17,0.6,8.4,,,,,,,,764.0,,,,,,,,
529,16029,102.0 094.0,19-4908CR-HY-224-2342-10200940-0138A-3,138,13.38,33.57,5.22,25.214,88.0,227.3917,,3.0,2.0,,2.0,,9.0,,,,,9.0,,9.0,0.63,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,138.0,13.38,13.36,33.57,25.21,278.3,0.46,5.22,88.0,,0.63,,,,,,139.0,,,,,,,,
1100,33948,046.7 060.0,19-5003BD-HY-073-2012-04670600-0400A-7,400,5.78,34.153,,26.915,,,,7.0,2.0,,3.0,,9.0,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,400.0,5.78,5.75,34.153,26.91,118.2,0.68,,,,,,,,,,403.0,,,,,,,,
325,9815,103.3 128.0,19-4906HO-HY-151-0518-10331280-0250A-7,250,8.53,34.125,2.34,26.511,35.6,101.8054,,7.0,2.0,,3.0,,9.0,,,,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,250.0,8.53,8.5,34.125,26.51,156.0,0.63,2.34,35.6,,,,,,,,251.0,,,,,,,,
695,21289,042.0 068.0,19-4910BD-HY-279-0412-04200680-0300A-7,300,6.16,34.16,1.17,26.871,16.9,50.88487,,7.0,3.0,,3.0,,9.0,,,,,9.0,,9.0,2.74,,,9.0,,9.0,,9.0,,9.0,,,9.0,,,9.0,,,9.0,,,9.0,,,300.0,6.16,6.14,34.16,26.87,121.3,0.64,1.17,16.9,,2.74,,,,,,302.0,,,,,,,,
